Survived,Pclass,Sex,Age,Fare,Embarked,Title,Family_members,1,2,3,female,male,Capt,Col,Countess,Don,Dr,Jonkheer,Lady,Major,Master,Miss,Mlle,Mme,Mr,Mrs,Ms,Rev,Sir,"0    S
dtype: object",C,Q,S
1,1,female,0.6230208595124404,0.001216055730402328,C,Mrs,0.062302085951244035,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,3,female,0.36792055349407915,0.0007181330939054013,Q,Miss,0.036792055349407916,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,3,male,0.36792055349407915,0.0007181330939054013,Q,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,3,male,0.23347574767529528,0.0004557143096182987,S,Mr,0.02334757476752953,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,female,0.36792055349407915,0.0007181330939054013,Q,Miss,0.036792055349407916,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,3,male,0.36792055349407915,0.0007181330939054013,S,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,male,0.0062829856747926615,1.2263571302968211e-05,S,Master,0.0006282985674792662,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,female,0.36792055349407915,0.0007181330939054013,C,Miss,0.036792055349407916,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,female,0.20834380497612465,0.00040666002440642587,C,Mrs,0.020834380497612465,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,2,male,0.37170143252073384,0.0007255128782835994,C,Mr,0.037170143252073386,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,female,0.37170143252073384,0.0007255128782835994,C,Miss,0.037170143252073386,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,female,0.2963056044232219,0.0005783500226479809,C,Miss,0.02963056044232219,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,female,0.22090977632570996,0.00043118716701236225,C,Miss,0.022090977632570997,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,2,female,0.32143754712239253,0.0006274043078598536,S,Mrs,0.03214375471223925,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,3,male,0.3465694898215632,0.0006764585930717265,S,Mr,0.03465694898215632,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,male,0.5350590600653431,0.001044365732160773,S,Mr,0.05350590600653431,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,female,0.32143754712239253,0.0006274043078598536,S,Miss,0.03214375471223925,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,female,0.2963056044232219,0.0005783500226479809,S,Mrs,0.02963056044232219,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,2,male,0.6732847449107816,0.0013141643008260735,S,Dr,0.06732847449107816,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,female,0.38426740387031916,0.0007500400208895358,S,Miss,0.038426740387031914,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,female,0.4973611460165871,0.0009707843043429636,C,Mrs,0.04973611460165871,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,3,male,0.2711736617240513,0.000529295737436108,S,Mr,0.02711736617240513,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.33400351847197784,0.00065193145046579,S,Mr,0.033400351847197786,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,female,0.37170143252073384,0.0007255128782835994,Q,Miss,0.037170143252073386,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,2,female,0.2711736617240513,0.000529295737436108,S,Mrs,0.02711736617240513,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,3,male,0.36792055349407915,0.0007181330939054013,S,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,female,0.4470972606182458,0.0008726757339192179,C,Miss,0.04470972606182458,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,3,male,0.7612465443578789,0.0014858542990676285,S,Mr,0.07612465443578789,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,female,0.4470972606182458,0.0008726757339192179,S,Mrs,0.04470972606182458,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,3,female,0.38426740387031916,0.0007500400208895358,S,Mrs,0.038426740387031914,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,female,0.19577783362653933,0.0003821328818004895,C,Miss,0.019577783362653933,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,3,female,0.36792055349407915,0.0007181330939054013,Q,Miss,0.036792055349407916,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,male,0.5664739884393063,0.0011056835886756138,S,Mr,0.05664739884393063,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,male,0.4722292033174164,0.0009217300191310908,S,Mr,0.04722292033174164,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.19577783362653933,0.0003821328818004895,S,Mr,0.019577783362653933,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,female,0.36792055349407915,0.0007181330939054013,S,Mrs,0.036792055349407916,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,3,male,0.36792055349407915,0.0007181330939054013,S,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,male,0.35913546117114853,0.000700985735677663,S,Mr,0.03591354611711485,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,female,0.5099271173661724,0.0009953114469489,C,Miss,0.050992711736617236,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,3,male,0.5601910027645137,0.0010934200173726458,S,Mr,0.05601910027645137,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,male,0.5601910027645137,0.0010934200173726458,S,Mr,0.05601910027645137,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,male,0.01985423473234481,3.875288531737955e-05,S,Master,0.001985423473234481,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,female,0.2963056044232219,0.0005783500226479809,S,Miss,0.02963056044232219,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,male,0.3465694898215632,0.0006764585930717265,S,Mr,0.03465694898215632,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,male,0.3088715757728072,0.0006028771652539172,S,Mr,0.03088715757728072,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,male,0.4470972606182458,0.0008726757339192179,S,Mr,0.04470972606182458,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,female,0.2963056044232219,0.0005783500226479809,S,Miss,0.02963056044232219,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,female,0.4973611460165871,0.0009707843043429636,S,Miss,0.04973611460165871,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,female,0.36792055349407915,0.0007181330939054013,S,Mrs,0.036792055349407916,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,3,male,0.032420206081930136,6.328002792331598e-05,S,Master,0.0032420206081930137,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,male,0.5224930887157577,0.0010198385895548365,S,Mr,0.05224930887157577,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.2837396330736366,0.0005538228800420444,S,Mr,0.028373963307363657,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,male,0.36792055349407915,0.0007181330939054013,S,Mr,0.036792055349407916,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.18321186227695402,0.00035760573919455305,C,Mr,0.0183211862276954,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,male,0.3088715757728072,0.0006028771652539172,S,Mr,0.03088715757728072,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.36792055349407915,0.0007181330939054013,C,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,male,0.3465694898215632,0.0006764585930717265,S,Mr,0.03465694898215632,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,female,0.2711736617240513,0.000529295737436108,S,Miss,0.02711736617240513,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,female,0.4722292033174164,0.0009217300191310908,S,Miss,0.04722292033174164,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,female,0.36792055349407915,0.0007181330939054013,Q,Miss,0.036792055349407916,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,3,female,0.36792055349407915,0.0007181330939054013,Q,Miss,0.036792055349407916,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,3,male,0.4973611460165871,0.0009707843043429636,S,Mr,0.04973611460165871,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,male,0.35913546117114853,0.000700985735677663,C,Mr,0.03591354611711485,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,female,0.5601910027645137,0.0010934200173726458,C,Mrs,0.05601910027645137,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,3,male,0.43453128926866047,0.0008481485913132815,S,Mr,0.04345312892686605,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.36792055349407915,0.0007181330939054013,Q,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,3,male,0.37170143252073384,0.0007255128782835994,S,Mr,0.037170143252073386,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,female,0.7486805730082935,0.001461327156461692,C,Mrs,0.07486805730082935,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,3,female,0.36792055349407915,0.0007181330939054013,C,Mrs,0.036792055349407916,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,3,female,0.36792055349407915,0.0007181330939054013,Q,Miss,0.036792055349407916,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,female,0.2963056044232219,0.0005783500226479809,C,Mme,0.02963056044232219,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,male,0.3088715757728072,0.0006028771652539172,C,Mr,0.03088715757728072,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,male,0.22090977632570996,0.00043118716701236225,S,Mr,0.022090977632570997,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.23347574767529528,0.0004557143096182987,S,Mr,0.02334757476752953,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,male,0.2711736617240513,0.000529295737436108,C,Mr,0.02711736617240513,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,female,0.032420206081930136,6.328002792331598e-05,S,Miss,0.0032420206081930137,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,female,0.36792055349407915,0.0007181330939054013,C,Mrs,0.036792055349407916,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,3,female,0.2711736617240513,0.000529295737436108,S,Miss,0.02711736617240513,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,male,0.33400351847197784,0.00065193145046579,C,Mr,0.033400351847197786,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,male,0.24604171902488062,0.0004802414522242351,C,Mr,0.02460417190248806,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,male,0.23347574767529528,0.0004557143096182987,S,Mr,0.02334757476752953,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,female,0.5224930887157577,0.0010198385895548365,C,Miss,0.05224930887157577,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,3,female,0.007288263382759489,1.4225742711443128e-05,C,Miss,0.0007288263382759488,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,3,male,0.39683337521990447,0.0007745671634954721,S,Mr,0.03968333752199045,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,female,0.43453128926866047,0.0008481485913132815,S,Mrs,0.04345312892686605,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,3,male,0.36792055349407915,0.0007181330939054013,S,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,male,0.22090977632570996,0.00043118716701236225,S,Mr,0.022090977632570997,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.007288263382759489,1.4225742711443128e-05,S,Master,0.0007288263382759488,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,2,female,0.4470972606182458,0.0008726757339192179,S,Miss,0.04470972606182458,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,male,0.36792055349407915,0.0007181330939054013,Q,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,2,female,0.20834380497612465,0.00040666002440642587,C,Miss,0.020834380497612465,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,male,0.4470972606182458,0.0008726757339192179,S,Mr,0.04470972606182458,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,male,0.2586076903744659,0.0005047685948301715,S,Mr,0.02586076903744659,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.3465694898215632,0.0006764585930717265,S,Mr,0.03465694898215632,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,female,0.2837396330736366,0.0005538228800420444,C,Miss,0.028373963307363657,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,3,female,0.2963056044232219,0.0005783500226479809,S,Mrs,0.02963056044232219,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,3,male,0.2711736617240513,0.000529295737436108,S,Mr,0.02711736617240513,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,female,0.38426740387031916,0.0007500400208895358,S,Miss,0.038426740387031914,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,male,0.572756974114099,0.001117947159978582,S,Mr,0.0572756974114099,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,male,0.2837396330736366,0.0005538228800420444,S,Dr,0.028373963307363657,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,female,0.3465694898215632,0.0006764585930717265,S,Mrs,0.03465694898215632,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,3,male,0.4847951746670017,0.0009462571617370271,S,Mr,0.04847951746670017,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.32143754712239253,0.0006274043078598536,S,Mr,0.03214375471223925,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,female,0.2586076903744659,0.0005047685948301715,S,Miss,0.02586076903744659,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,male,0.3465694898215632,0.0006764585930717265,S,Mr,0.03465694898215632,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,female,0.24604171902488062,0.0004802414522242351,S,Miss,0.02460417190248806,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,male,0.42196531791907516,0.0008236214487073451,S,Mr,0.042196531791907514,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.6355868308620256,0.0012405828730082643,S,Mr,0.06355868308620256,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,male,0.032420206081930136,6.328002792331598e-05,S,Master,0.0032420206081930137,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,male,0.2586076903744659,0.0005047685948301715,S,Mr,0.02586076903744659,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,female,0.36792055349407915,0.0007181330939054013,S,Miss,0.036792055349407916,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,male,0.36792055349407915,0.0007181330939054013,S,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.36792055349407915,0.0007181330939054013,Q,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,female,0.4093993465694898,0.0007990943061014086,Q,Miss,0.04093993465694898,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,2,male,0.36792055349407915,0.0007181330939054013,S,Mr,0.036792055349407916,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,male,0.5476250314149284,0.0010688928747667093,S,Mr,0.054762503141492835,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,female,0.36792055349407915,0.0007181330939054013,S,Mrs,0.036792055349407916,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,2,female,0.42196531791907516,0.0008236214487073451,S,Mrs,0.042196531791907514,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,2,female,0.22090977632570996,0.00043118716701236225,S,Miss,0.022090977632570997,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,male,0.37170143252073384,0.0007255128782835994,S,Mr,0.037170143252073386,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,female,0.12038200552902739,0.00023497002616487092,S,Miss,0.01203820055290274,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,male,0.36792055349407915,0.0007181330939054013,C,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,male,0.2586076903744659,0.0005047685948301715,Q,Mr,0.02586076903744659,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,3,male,0.35913546117114853,0.000700985735677663,S,Mr,0.03591354611711485,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,female,0.3465694898215632,0.0006764585930717265,S,Mrs,0.03465694898215632,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,3,male,0.22090977632570996,0.00043118716701236225,S,Mr,0.022090977632570997,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.36792055349407915,0.0007181330939054013,S,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,female,0.3465694898215632,0.0006764585930717265,S,Mrs,0.03465694898215632,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,2,female,0.23347574767529528,0.0004557143096182987,S,Miss,0.02334757476752953,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,male,0.36792055349407915,0.0007181330939054013,Q,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,3,male,0.39683337521990447,0.0007745671634954721,S,Mr,0.03968333752199045,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,male,0.3465694898215632,0.0006764585930717265,S,Mr,0.03465694898215632,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,female,0.36792055349407915,0.0007181330939054013,S,Mrs,0.036792055349407916,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,2,female,0.5224930887157577,0.0010198385895548365,S,Mrs,0.05224930887157577,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,3,male,0.20834380497612465,0.00040666002440642587,S,Mr,0.020834380497612465,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,male,0.6230208595124404,0.001216055730402328,S,Mr,0.062302085951244035,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,female,0.17064589092736868,0.0003330785965886166,S,Miss,0.01706458909273687,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,female,0.2586076903744659,0.0005047685948301715,S,Miss,0.02586076903744659,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,female,0.2963056044232219,0.0005783500226479809,S,Mrs,0.02963056044232219,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,male,0.7989444584066349,0.0015594357268854378,S,Mr,0.07989444584066349,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,male,0.38426740387031916,0.0007500400208895358,S,Mr,0.038426740387031914,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,female,0.5601910027645137,0.0010934200173726458,S,Mrs,0.05601910027645137,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,3,male,0.24604171902488062,0.0004802414522242351,S,Mr,0.02460417190248806,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.3088715757728072,0.0006028771652539172,S,Mr,0.03088715757728072,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,female,0.3465694898215632,0.0006764585930717265,S,Ms,0.03465694898215632,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,3,male,0.36792055349407915,0.0007181330939054013,S,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,male,0.04498617743151546,8.780717052925239e-05,S,Master,0.004498617743151545,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,2,female,0.15807991957778336,0.0003085514539826802,S,Miss,0.015807991957778336,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,male,0.42196531791907516,0.0008236214487073451,S,Mr,0.042196531791907514,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,female,0.05755214878110078,0.00011233431313518881,C,Miss,0.0057552148781100775,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
